	R935_Col	R935_TSB	R935_FC	DEG	OG	KO.id	KO.description
cds2978	10.198991426201	9.87501968385405	1.13380195727891	up	OG0003618	K02551	menD; 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]
cds2979	4.06498101774465	2.35935143272553	2.64691579754259	nonDEG			
cds298	5.90313092721157	5.76810467430136	0.764883767469938	nonDEG			
cds2980	6.2336203826712	6.76983348987314	0.416066894660529	nonDEG	OG0001927	K00243	uncharacterized protein
cds2981	6.72382444334476	8.59613291863666	-1.10201313005102	nonDEG	OG0000034	K01692	paaF; enoyl-CoA hydratase [EC:4.2.1.17]
cds2982	7.90731617109085	9.16977973759339	-0.496674190596427	nonDEG	OG0003613	K02548	menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]
cds2983	6.39711059989386	7.09096940617926	0.147526213851226	nonDEG	OG0002542		
cds2984	4.5924438700971	4.3314862534391	1.36663418320479	nonDEG	OG0000217	K02656	pilF; type IV pilus assembly protein PilF
cds2985	4.35353158194266	3.3957012794199	1.0475066140607	nonDEG	OG0000098	K01684	dgoD; galactonate dehydratase [EC:4.2.1.6]
cds2987	7.27994114143754	4.22417688847665	3.96476495431955	up	OG0000072	K03286	TC.OOP; OmpA-OmpF porin, OOP family
cds2988	4.44140274596147	2.81671274803116	1.68028176770969	nonDEG	OG0003683	K01768	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
cds2989	3.34678867204169	4.97468981080863	-0.914902679239517	nonDEG	OG0001630	K07222	putative flavoprotein involved in K+ transport
cds299	2.23947930707924	5.14669485980986	-1.77285939234627	nonDEG	NA	NA	NA
cds2990	8.61904847022957	7.26078710656958	2.18431580383997	up	OG0001438	K08997	ydiU; uncharacterized protein
cds2991	9.09786219326515	7.66449744875863	2.35108073698576	up	OG0000360	K07304	msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
cds2992	6.53674054148534	5.37523443119852	1.91558340410467	up			
cds2993	6.38011748714895	3.87475746846738	3.84503711077847	up			
cds2994	4.50125952370574	1.01807955829232	4.41303239697901	nonDEG	OG0002696		
cds2995	6.63922986464985	4.38352598741153	2.91162878257649	up			
cds2996	6.04479696773605	5.39419611904574	1.83084391068293	nonDEG			
cds2997	7.55309151272706	6.68792475161913	1.51002537604686	up	OG0007048		
cds2998	8.08006185574358	7.37417149129276	1.49770179199013	up	OG0001550	K00797	speE; spermidine synthase [EC:2.5.1.16]
cds2999	3.31997448401339	2.74324026555048	0.996438591018594	nonDEG	OG0003676		
cds3	7.6980341210151	9.98880427073987	-1.46618958627873	down	OG0000397	K03497	parB; chromosome partitioning protein, ParB family
cds30	8.50692766118666	9.42374651407452	-0.141016784209015	nonDEG	OG0000292	K00134	GAPDH; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]
cds300	4.98027678085806	7.0474877145009	-1.23256271240984	nonDEG			
cds3001	7.61349851122319	8.48193902613964	-0.134931754655242	nonDEG	OG0001759	K14054	mpaA; protein MpaA
cds3002	7.21953387075204	6.98214574848479	1.01476237733838	nonDEG	OG0000395	K03718	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
cds3003	8.62050555168735	8.50124630946839	0.906088830781201	nonDEG	OG0001287	K01595	ppc; phosphoenolpyruvate carboxylase [EC:4.1.1.31]
cds3005	4.79016973944431	6.73593534735025	-1.7297715665614	nonDEG	OG0000285	K03654	recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]
cds3006	4.89165309485695	7.9013285763603	-2.2280376413453	down			
cds3007	9.23083487226413	10.525407758411	-0.499636938393359	nonDEG	OG0005594	K00809	DHPS; deoxyhypusine synthase [EC:2.5.1.46]
cds3008	9.3242392932791	11.5501116311061	-1.40320756726668	down	OG0001845	K01585	speA; arginine decarboxylase [EC:4.1.1.19]
cds3009	11.0759928713367	10.5249931758442	1.43407587015809	up			
cds301	5.36779193788363	5.58311542082692	1.09333264542031	nonDEG			
cds3010	7.65931807416871	9.05812952618678	-0.584554162336563	nonDEG	OG0000923	K01735	aroB; 3-dehydroquinate synthase [EC:4.2.3.4]
cds3011	4.26375957604107	7.44278649895691	-2.01814815427024	down	OG0005518	K00318	PRODH; proline dehydrogenase [EC:1.5.-.-]
cds3012	6.22303843783653	7.90660022359291	-0.887919515774894	nonDEG	OG0000021	K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial
cds3014	4.5450094341743	5.04398742802241	0.57016888149026	nonDEG	OG0001456	K17713	bamB; outer membrane protein assembly factor BamB
cds3015	5.40128824946932	6.23732399727245	0.0169875505338223	nonDEG	OG0002100		
cds3016	5.81050174923552	2.72783422980863	4.02085916548061	up	OG0001898	K07032	uncharacterized protein
cds3017	5.79042194195814	4.69799814462274	2.06701185006024	nonDEG			
cds3018	4.19256753449898	4.27843492949618	0.59232664241528	nonDEG	OG0001617		
cds302	2.13436979692341	6.28964262607781	-3.87937374328643	down	OG0005635		
cds3020	3.13277672662264	4.71685932074486	-1.26034399618031	nonDEG	OG0002569	K01265	map; methionyl aminopeptidase [EC:3.4.11.18]
cds3021	4.50399568125676	2.60304205901347	4.24406804710107	up	OG0004441		
cds3022	7.43298071487963	6.28635254473646	1.93997786418833	up	OG0004464		
cds3023	4.86974232078885	2.28839191445745	2.57160344396894	nonDEG	OG0004072		
cds3024	2.69945213182844	2.95505858112411	1.08269507538471	nonDEG	OG0003698		
cds3025	4.26651688205513	2.76007108088373	1.53073925619516	nonDEG	OG0000522		
cds3026	3.70877827334517	1.5822762181068	2.58020883831784	nonDEG	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
cds3027	5.62945430756001	4.18853848717114	2.3491691478742	nonDEG			
cds3028	5.46531306446485	2.14647287792128	5.2591052732216	nonDEG	OG0004012	K01442	E3.5.1.24; choloylglycine hydrolase [EC:3.5.1.24]
cds3029	3.46846535289196	3.48337941469783	0.550342616299712	nonDEG	OG0003291		
cds303	2.77521314135703	3.89084355514331	-1.99409555425782	nonDEG	NA	NA	NA
cds3030	2.60555283461145	2.09340441421706	1.60687021342356	nonDEG			
cds3031	5.13998342463503	3.99815292010577	1.31651313456463	nonDEG			
cds3032	6.50128706552223	5.66781584784819	1.49029721610255	nonDEG	OG0000135	K15553	ssuA; sulfonate transport system substrate-binding protein
cds3033	8.62439125163064	7.10316682320648	2.36925087511713	up			
cds3034	9.4024316757569	8.32605498432555	1.81796882884396	up			
cds3035	8.8861401455625	9.02429215398821	0.694549060482125	nonDEG	OG0002874	K00757	udp; uridine phosphorylase [EC:2.4.2.3]
cds3036	7.7677844861551	8.04587645330079	0.548790883569465	nonDEG	OG0002239	K03113	EIF1; translation initiation factor 1
cds3037	7.16836712372726	8.0946886694741	-0.164786514435564	nonDEG	OG0001402		
cds3038	6.34377362550736	6.55391873127859	0.520522428841082	nonDEG	OG0000271	K00162	PDHB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
cds3039	3.18111707155988	1.56687018236495	3.62264465645715	nonDEG	OG0004954		
cds304	4.9604921790316	3.62172524779078	2.0249866037882	nonDEG	OG0000375	K09808	lolC_E; lipoprotein-releasing system permease protein
cds3040	4.55650944025226	4.18800455973463	2.54383788882243	nonDEG			
cds3041	7.50402051667416	6.32645062264236	1.72393930435049	up	OG0007538		
cds3042	3.94884758232847	4.3957012794199	0.513692007932873	nonDEG			
cds3043	4.34218673886668	6.70331199257908	-1.30484451341452	nonDEG	OG0001485	K16053	ybdG; miniconductance mechanosensitive channel
cds3044	2.21118300788374	4.20668774851193	-0.527363236877872	nonDEG	OG0002311		
cds3045	4.46002844360976	3.44153578733654	0.778257609724004	nonDEG			
cds3046	5.75584498980062	8.32685835459264	-1.64743192664927	down	OG0002334	K19789	radD; DNA repair protein RadD
cds3047	4.68863370274407	6.73277703122765	-0.914880137386669	nonDEG	OG0000051	K05592	deaD; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
cds3048	9.86258569203573	9.05048156868404	1.579370697604	up	OG0000401	K03885	ndh; NADH dehydrogenase [EC:1.6.99.3]
cds305	3.83798913596618	2.74324026555048	2.59656067903806	nonDEG	OG0007530	K06940	uncharacterized protein
cds3050	9.01519250188898	5.57542088312258	4.13369603361589	up			
cds3053	6.02620886376681	5.72018735026907	1.03817408087568	nonDEG			
cds306	6.37025178133883	6.84899992778203	0.34159729833208	nonDEG	OG0004171	K16868	tehB; tellurite methyltransferase [EC:2.1.1.265]
cds3063	6.43996345815434	6.81987232999385	0.661202410773521	nonDEG	OG0002391	K07182	CBS domain-containing protein
cds3065	9.64316340054551	9.84897319602134	0.569061186104333	nonDEG	OG0000184	K01895	ACSS; acetyl-CoA synthetase [EC:6.2.1.1]
cds3066	7.03730804884977	6.119009613234	1.89684862305467	up	OG0001210	K00053	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]
cds3067	3.50267271385578	4.25735544632695	-0.0830062742161486	nonDEG	OG0001440	K01653	E2.2.1.6S; acetolactate synthase I/III small subunit [EC:2.2.1.6]
cds3068	7.08874444164354	5.59068877966028	2.05631604073789	up	OG0000264	K01652	E2.2.1.6L; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
cds3069	7.191071188085	5.84899992778203	2.13636055417348	up	OG0000644	K01687	ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
cds307	7.6304933218037	6.26105644197117	2.24314043283009	up	OG0004665		
cds3070	7.2201394096382	4.50301064438235	3.44754019203511	up	OG0000287	K00052	leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
cds3071	5.8594203615649	4.2958478521336	2.78903147155031	up	OG0000682	K01649	leuA; 2-isopropylmalate synthase [EC:2.3.3.13]
cds3072	7.24916281991618	7.80725720148409	0.270508296533976	nonDEG			
cds3073	5.42822039396177	5.20668774851193	0.326759306350214	nonDEG	OG0003640		
cds3074	4.05031456643067	2.87475746846738	1.77772521263964	nonDEG	OG0005460		
cds3075	5.24561227735441	4.69799814462274	1.40242403248388	nonDEG	OG0000342	K11755	hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]
cds3076	5.11911307635656	6.18447535083517	-0.125933191287026	nonDEG	OG0000744	K02500	hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]
cds3077	5.45046040108913	7.45234294656734	-0.844773779225825	nonDEG	OG0000920	K01814	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
cds3078	3.56122416769235	6.30614095642825	-1.70229955874973	nonDEG	OG0000666	K02501	hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]
cds3079	8.04269380264342	7.74960418097344	1.18750983720776	nonDEG	OG0000919	K01693	hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
cds308	5.28739113289972	6.29642550787508	-0.125359914185974	nonDEG	OG0001219	K10026	queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
cds3080	7.02077738128334	7.67839083054821	0.107488320059486	nonDEG	OG0000245	K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
cds3081	6.30685391502273	6.31101940521772	0.708909896122997	nonDEG	OG0000661	K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]
cds3082	6.5657104528328	5.17604691869825	2.19932723109434	up	OG0000902	K00765	hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
cds3083	6.34627852048539	4.83231970028216	2.29575117832305	up	OG0000010	K07636	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
cds3084	4.48504878485956	3.0822762181068	1.98860363492708	nonDEG	OG0000003	K07657	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
cds3085	8.29625513473723	4.15183268308611	6.0058636324759	up	OG0000359	K01002	mdoB; phosphoglycerol transferase [EC:2.7.8.20]
cds3086	4.86203340707569	9.11074796930733	-3.97380741564672	down	OG0007033		
cds3088	3.19256753449898	4.55751022180998	-1.20982103775489	nonDEG	OG0001236		
cds3089	4.31958408352381	5.18233326111536	0.0118946995572556	nonDEG	OG0000004	K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
cds309	11.1975917418763	12.0887440835125	-0.174777807770146	nonDEG	OG0005473		
cds3091	4.46002844360976	5.65615451726145	-1.07776250080931	nonDEG	OG0007064		
cds3092	6.68652912877876	8.7728985243987	-1.19770739680994	nonDEG	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
cds3094	3.84193094776511	3.5822762181068	1.46036296075374	nonDEG			
cds3096	4.77521314135703	3.89084355514331	-0.172709652663874	nonDEG			
cds3097	4.72282361395759	3.83634397771569	1.64830303763756	nonDEG	OG0000068	K21573	susC; TonB-dependent starch-binding outer membrane protein SusC
cds3098	7.01141596898738	5.73649055042938	2.05303154110225	up	OG0000043	K07165	fecR; transmembrane sensor
cds31	7.33794140955753	7.37523443119852	0.741445026772509	nonDEG	OG0000076	K07678	barA; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
cds310	8.82593134172868	9.79930404675444	-0.154319891274355	nonDEG	OG0001534	K02040	pstS; phosphate transport system substrate-binding protein
cds3101	7.82313551496979	11.0369418439476	-2.44271142188303	down	OG0000887	K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
cds3102	2.63436979692341	4.28839191445745	0.125594091014275	nonDEG			
cds3103	5.12799229254133	6.42662032639318	-0.51071958900726	nonDEG	OG0000872	K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
cds3104	5.51959375174974	7.65367075907472	-1.39323329971133	nonDEG	OG0000553	K02356	efp; elongation factor P
cds3105	6.16349250426052	8.76704269739508	-1.636755256499	down	OG0001289	K00677	lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
cds3106	6.56991909933565	10.2230656130716	-2.86251982723806	down	OG0001430	K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
cds3107	5.73391182624319	6.79537391707411	-0.280871897182526	nonDEG	OG0000872	K02536	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
cds3108	5.39894399268622	5.5702219314389	0.582563931957628	nonDEG	OG0004183	K06885	uncharacterized protein
cds3109	9.69942430297933	8.25363297742623	2.25389544418802	up	OG0005465		
cds311	3.60555283461145	5.11183189271746	-1.09795623403901	nonDEG	OG0006951		
cds3110	10.6454337687017	7.99627073239205	3.41296013904772	up	OG0000926	K06925	tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
cds3111	8.38094775064314	7.85223372817946	1.33299959303757	up	OG0000588	K00324	pntA; H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]
cds3112	5.04823163576345	2.95505858112411	1.05438556576261	nonDEG	OG0007596		
cds3113	4.87596748683669	4.70856776453185	0.779413062120859	nonDEG	OG0001039	K03648	UNG; uracil-DNA glycosylase [EC:3.2.2.27]
cds3114	6.52591386488013	7.7092859619115	-0.371589944350504	nonDEG	OG0003723	K07456	mutS2; DNA mismatch repair protein MutS2
cds3115	4.40128824946932	3.20071377917951	2.00380457578863	nonDEG	OG0001733		
cds3116	6.57699421726018	9.09925008861251	-1.68657747859504	down	OG0000193	K15738	uup; ABC transport system ATP-binding/permease protein
cds3119	5.99943239759705	6.0501926540782	0.760593596448403	nonDEG	OG0001318	K02340	holA; DNA polymerase III subunit delta [EC:2.7.7.7]
cds312	9.9344136448166	11.1685928277577	-0.382022725786661	nonDEG	OG0000442	K03832	tonB; periplasmic protein TonB
cds3120	4.60599119826288	4.10086035189321	1.04651292841307	nonDEG	OG0005540		
cds3121	5.37003363738092	5.57988162042949	1.10254840101126	nonDEG	OG0001466		
cds3122	11.9441404585695	11.1060658175357	1.63924885653312	up	OG0000999	K02557	motB; chemotaxis protein MotB
cds3123	4.26651688205513	3.85520515383781	0.0766657320900984	nonDEG	OG0000278	K07566	tsaC; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]
cds3124	7.67051835984632	7.96562564870421	0.502094113952426	nonDEG	OG0000231	K03657	uvrD; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]
cds3125	4.78927421168132	3.28839191445745	1.38553568919458	nonDEG	OG0001203	K07090	uncharacterized protein
cds3126	4.67177798262328	6.28335628366071	-1.43382505869417	nonDEG	OG0005499		
cds3127	5.72504485738459	4.74866584243776	1.54498311439523	nonDEG	OG0004548		
cds3128	7.98266164386953	8.25623224824326	0.520123941866361	nonDEG	OG0000746	K01256	pepN; aminopeptidase N [EC:3.4.11.2]
cds3129	4.60599119826288	4.20071377917951	0.817576377603813	nonDEG	OG0004081		
cds313	7.48321443002931	11.1366445314408	-2.65992955761435	down	OG0003714		
cds3132	6.08497831087408	7.01203930398484	-0.13273949878364	nonDEG	OG0000846	K03655	recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]
cds3133	5.37876347870787	4.22417688847665	2.0928394709431	nonDEG	OG0001618		
cds3134	3.41629702298459	3.65183268308611	0.270167423223657	nonDEG	OG0002108		
cds3135	3.98999222941123	3.37475746846738	2.14623183983412	nonDEG	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
cds3136	4.90974318961503	2.56687018236495	3.29445525102417	nonDEG			
cds3137	5.59378165301563	4.40420431299416	3.10633328405604	up	OG0000005	K03406	mcp; methyl-accepting chemotaxis protein
cds3138	7.29945591316026	5.80658819834999	2.08295778541078	up	OG0003325		
cds3139	5.9400503404754	6.63663712314308	0.0568495997594654	nonDEG	OG0000066	K03585	acrA; membrane fusion protein, multidrug efflux system
cds314	8.36044789056789	11.4601040451407	-2.31206470382678	down	OG0005472		
cds3140	4.97633496905913	7.19474788149843	-1.00462069567614	nonDEG	OG0000023	K18138	acrB; multidrug efflux pump
cds3141	6.14224452141704	7.58740323575928	-0.591000098718275	nonDEG	OG0000314	K12340	tolC; outer membrane protein
cds3142	5.33724844606177	6.67836691493822	-0.219817217208376	nonDEG	OG0000637	K08994	yneE; ion channel-forming bestrophin family protein
cds3143	7.05159503347935	4.68828269606957	2.88351038029474	up	OG0000020	K07506	AraC family transcriptional regulator
cds3144	4.8251086517403	1.01807955829232	4.68463690888816	nonDEG	OG0003609	K09959	uncharacterized protein
cds3145	9.34641120077041	5.98029257337082	3.80179691695097	up	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
cds3146	7.65990268328174	9.66097815014947	-1.13399749345423	nonDEG	OG0000796	K01890	FARSB; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]
cds3147	4.27797171288589	2.01807955829232	4.07470629363117	up	OG0005805		
cds3148	3.71713244283794	2.0822762181068	3.01882999664221	nonDEG			
cds3149	4.01181354800514	3.14647287792128	3.00324234076545	nonDEG			
cds315	8.58162232831542	11.4258986650212	-2.04133267964106	down	OG0000224	K03562	tolQ; biopolymer transport protein TolQ
cds3153	4.72463270320884	2.06687018236495	3.30320621456363	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
cds3154	4.59036601008969	2.42673774755039	2.20114753289475	nonDEG	OG0000996	K00759	APRT; adenine phosphoribosyltransferase [EC:2.4.2.7]
cds3156	4.1117030938954	4.89298564486312	0.103355710520406	nonDEG			
cds3157	9.20999798875077	4.44153578733654	5.41694523035355	up			
cds3158	7.12300581263304	4.56602191917903	3.10288226874751	up			
cds3159	8.75757166221394	11.2605705065922	-1.73441722568781	down	OG0000012	K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]
cds316	8.39869472428287	8.55509733879102	0.600040428348187	nonDEG	OG0001452	K06915	uncharacterized protein
cds3160	8.81189326863243	9.98465196539908	-0.321427430485649	nonDEG	OG0003201		
cds3161	7.51582064315075	9.37966318365373	-1.04774258677576	nonDEG	OG0000335		
