	S763_Col	S763_TSB	S763_FC	DEG	OG	KO.id	KO.description
cds2733	6.86551736841126	9.4649150445338	-2.24462040899056	nonDEG	OG0001285	K04042	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]
cds2734	9.43007503478988	10.4381596046835	-0.14605775443201	nonDEG	OG0000599	K00948	PRPS; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
cds2735	11.6963884337587	13.1715414386946	-0.594434880752391	nonDEG	OG0001048	K02897	RP-L25; large subunit ribosomal protein L25
cds2736	4.26912838083916	5.3529920883959	-0.101382094832537	nonDEG	OG0000891	K01056	PTH1; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
cds2737	9.36049819575615	7.52340220118222	2.62275921512254	up	OG0004210		
cds2738	7.82660349482966	6.63250635499953	2.1227805331813	up	OG0004210		
cds2739	6.70977107913495	3.26866517467261	4.08491363674855	up	OG0004210		
cds274	7.40204294481856	3.93404773284074	4.40471159769511	up	OG0000060	K00344	qor; NADPH2:quinone reductase [EC:1.6.5.5]
cds2740	4.53715497751408	3.78266862651815	1.67015161553608	nonDEG	OG0000009	K07687	rcsB; two-component system, NarL family, captular synthesis response regulator RcsB
cds2741	7.20993052678294	8.46047433269985	-0.390579696543191	nonDEG	OG0000866	K11717	sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]
cds2742	5.47552812684811	5.50212041863359	0.287198640358356	nonDEG	OG0001586	K04488	iscU; nitrogen fixation protein NifU and related proteins
cds2743	4.27265534374757	2.63303497613644	0.900000389754702	nonDEG	OG0004378		
cds2745	8.98968494668749	9.80016005309971	0.000417405273411481	nonDEG			
cds2746	7.01443690650254	4.75514238088504	3.19869322813198	up	OG0003646		
cds2747	7.14174870791976	7.77747999620266	0.178425639166638	nonDEG	OG0000654	K03723	mfd; transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]
cds2749	4.9841672834591	5.3984289953416	0.848823220539822	nonDEG			
cds275	4.8812954700782	4.39905073910242	1.2448212925267	nonDEG	OG0000913	K03928	yvaK; carboxylesterase [EC:3.1.1.1]
cds2750	8.33480875729547	8.5034664085906	0.664903682166999	nonDEG	OG0002086	K01619	deoC; deoxyribose-phosphate aldolase [EC:4.1.2.4]
cds2751	8.02771338231143	6.48771653175479	2.37769323203412	up	OG0000197	K00362	nirB; nitrite reductase (NADH) large subunit [EC:1.7.1.15]
cds2752	7.94994931914994	8.02530306548864	0.72091668388145	nonDEG	OG0000817	K01835	pgm; phosphoglucomutase [EC:5.4.2.2]
cds2753	5.37183581262661	3.42587218388768	2.60518565151812	nonDEG	OG0000218	K13643	iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor
cds2754	5.40747421393211	8.12186168558461	-1.34319283483715	nonDEG	OG0001869	K03783	punA; purine-nucleoside phosphorylase [EC:2.4.2.1]
cds2755	6.59458343863493	7.83186762748807	-2.00923074569763	nonDEG	OG0000141	K00382	DLD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]
cds2756	4.43652687084747	5.39591344581566	-0.7217910838585	nonDEG			
cds2757	7.13558234076642	5.70528359553487	2.16053157479695	up	OG0000008	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
cds2759	4.98182814523793	3.58147590022198	1.56764854385549	nonDEG			
cds2761	7.44884798454184	6.04952465762872	2.21843987487304	up	OG0001875		
cds2762	6.28415767734868	4.55251674999533	2.57165070639775	up	OG0006291		
cds2763	2.27265534374757	3.44757052662831	-1.69280179582352	nonDEG	OG0006172	K21885	cmtR; ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor
cds2764	9.39450733968076	8.77604657812735	1.42526161132807	up	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
cds2765	6.23117239265307	7.1927469357733	0.0363457065321717	nonDEG	OG0001354	K01951	guaA; GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
cds2766	8.16135895249128	9.99170206558967	-1.08741209082069	nonDEG	OG0000102	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
cds2767	7.14271923972639	6.62023310638866	1.398495081011	nonDEG	OG0000299	K06287	maf; septum formation protein
cds2768	6.55908311976574	5.92531641932567	0.822879268380534	nonDEG	OG0000209	K07003	uncharacterized protein
cds2769	5.11626091833863	5.16969874120733	-0.0263367429144077	nonDEG	OG0000025	K19736	aefR; TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
cds2770	3.64404562048689	3.03078366802875	1.01240017743856	nonDEG	OG0002084		
cds2771	7.21663946920661	2.29240978788671	5.986565344447	up			
cds2772	7.10608639188272	10.7289100121193	-2.76686174008103	down	OG0002396	K06956	uncharacterized protein
cds2774	6.81982061303239	8.09369346898887	-0.35369322283142	nonDEG	OG0002091		
cds2775	3.85761784446872	5.46000542481902	-2.35546749060408	nonDEG	OG0006297		
cds2776	8.51564751297	10.596432257957	-1.38438255849262	nonDEG	OG0000446	K01969	E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
cds2777	8.7372047911798	7.48172004792779	2.19575472515821	up	OG0003566	K13775	atuG; citronellol/citronellal dehydrogenase
cds2778	6.79361733480027	5.78917511009129	1.90549345389575	nonDEG	OG0000967	K03524	birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]
cds2779	5.86527435031356	6.10558802890163	-0.0025895962722557	nonDEG	OG0002544	K08981	putative membrane protein
cds278	5.15924752989355	5.75514238088504	-0.321500678210637	nonDEG	OG0000636		
cds2780	4.8862568824402	7.02034136461219	-0.577306932712233	nonDEG	OG0005442	K01768	E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
cds2781	8.701041237808	10.2085850793802	-0.649995814513848	nonDEG	OG0002772		
cds2782	7.43385625162545	8.54714689437358	-0.283312157654244	nonDEG	OG0000151	K03924	moxR; MoxR-like ATPase [EC:3.6.3.-]
cds2783	4.72004716720942	7.63538966609293	-2.36469850279645	nonDEG	OG0002297		
cds2784	6.59702416246063	8.59105523099009	-1.03703384077701	nonDEG	OG0006261		
cds2785	8.45143673898277	8.94279394433933	0.303592626773762	nonDEG	OG0004465		
cds2786	7.50814227599857	8.08863196561426	0.337563370223021	nonDEG	OG0000809	K20074	prpC; PPM family protein phosphatase [EC:3.1.3.16]
cds2787	5.7871622265113	7.72003448611299	-1.00081474718356	nonDEG	OG0004465		
cds2788	7.60262071511525	9.4188104981048	-1.00924914620855	nonDEG	OG0000107	K12132	prkC; eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
cds2789	3.85761784446872	6.45664441408469	-3.19861660802216	nonDEG	OG0006262		
cds279	4.47168923991291	6.36870641619562	-0.452721692609885	nonDEG	OG0001606		
cds2790	6.74949497946084	8.68908402609298	-1.0395441762146	nonDEG	OG0003997	K03466	ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
cds2791	5.17954593935609	4.00559999035969	0.471592587000819	nonDEG	NA	NA	NA
cds2792	10.0132324017665	9.53453460862351	1.30382384643954	up	OG0000692	K01972	E6.5.1.2; DNA ligase (NAD+) [EC:6.5.1.2]
cds2793	5.80092199731423	4.71313975258101	1.26369868419898	nonDEG	OG0000479	K01092	E3.1.3.25; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
cds2794	4.46276058079454	5.56374816022907	-0.997531817921942	nonDEG	OG0002126	K03802	cphA; cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]
cds2795	5.45814191174713	5.85858908775576	0.573048030623183	nonDEG			
cds2796	3.59458343863493	3.90614416404433	-0.930090582717283	nonDEG	OG0002291	K07702	dpiA; two-component system, CitB family, response regulator CitB
cds2797	6.58640809740224	5.23518596139084	0.533322957704709	nonDEG	OG0006318	K02476	two-component system
cds2798	6.86129303362345	5.74777561668899	0.599727862617907	nonDEG	OG0000482	K03300	TC.CITMHS; citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family
cds2799	5.35696551705984	7.99976454247873	-1.84222144954278	down	OG0001559	K02435	gatC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
cds28	6.05693867008932	5.070218827219	1.23465965738662	nonDEG	OG0006314		
cds280	4.72004716720942	2.35420122023073	2.22338154858669	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds2800	6.76093945200505	8.80911333717576	-1.24143334733398	nonDEG	OG0000087	K02433	gatA; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
cds2801	8.59603803422484	10.4908094010383	-1.04442118778593	nonDEG	OG0001558	K02434	gatB; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
cds2802	3.27265534374757	4.21081975634105	-1.49809078048541	nonDEG	OG0003122		
cds2803	5.97450759446851	10.20746315271	-3.46573776786279	down	OG0000147	K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]
cds2804	7.7887841449019	10.0444679715911	-1.44412874302839	down	OG0000261	K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]
cds2805	7.1495223993313	7.03761671196935	1.2797890349841	nonDEG	OG0002877	K19746	dauA; D-arginine dehydrogenase [EC:1.4.99.6]
cds2806	6.12695066813361	7.85844951061379	-0.605889605036764	nonDEG	OG0001072	K01468	hutI; imidazolonepropionase [EC:3.5.2.7]
cds2807	6.55805756260982	5.11135556286552	0.231300018719639	nonDEG	OG0005216		
cds2808	5.28879892908439	4.35634330995054	1.23336512726368	nonDEG	OG0000123	K02226	cobC; alpha-ribazole phosphatase [EC:3.1.3.73]
cds2809	5.4058265985154	5.8018504555214	-0.0997238601731275	nonDEG	OG0003973		
cds2810	4.8142252565042	8.98526892532917	-3.87582159110922	down	OG0001402		
cds2811	7.65612567306326	7.51486670843962	0.838464743381805	nonDEG	OG0005421		
cds2812	7.05056035014444	7.03491515708863	0.840387843210444	nonDEG	OG0000070	K01758	CTH; cystathionine gamma-lyase [EC:4.4.1.1]
cds2813	5.09749091829115	4.69156467911401	1.27412359922364	nonDEG	OG0000717	K00641	metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]
cds2814	7.9370457591262	6.7157025267543	1.42148631921946	nonDEG	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
cds2815	5.26377858783459	4.13031934157966	1.75432539092869	nonDEG			
cds2816	6.49580788953295	5.25194722817614	2.13597425104937	nonDEG	OG0000381		
cds2817	7.01412453341786	4.79491547545649	2.85397095519059	up	OG0000127	K00020	mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
cds2818	7.89642128337265	5.76779833095138	3.16137167492998	up	OG0000324	K00140	mmsA; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
cds2819	5.3058560200893	5.76294793569543	0.48360166327079	nonDEG			
cds282	3.85761784446872	3.88962555588625	-1.11732970833973	nonDEG	OG0006171		
cds2820	5.14404562048689	4.99580538809933	0.509008180378441	nonDEG	OG0002533		
cds2821	6.9841672834591	7.62061788571134	0.235815601157531	nonDEG	OG0000346	K06999	phospholipase/carboxylesterase
cds2823	4.21248671369173	4.93788981730109	0.0200679276637864	nonDEG	OG0000344	K09936	TC.BAT2; bacterial/archaeal transporter family-2 protein
cds2824	9.21868039962217	9.33418453218244	0.705305165289147	nonDEG	OG0003606	K01880	GARS; glycyl-tRNA synthetase [EC:6.1.1.14]
cds2825	6.18996194293028	6.3485324117955	0.621459824720475	nonDEG			
cds2826	6.50451283728433	8.8562888023536	-1.58053676720155	down	OG0002196	K02106	atoE; short-chain fatty acids transporter
cds2827	4.55088519574691	3.82641680427757	0.72310351083435	nonDEG	OG0000889	K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
cds2828	5.62483311279201	4.72404114093858	1.81019749226906	nonDEG	OG0004087		
cds2829	5.536028582242	3.6115215587382	2.11993488849428	nonDEG	OG0001556	K07018	uncharacterized protein
cds283	7.53541563796626	6.62612906827346	1.87361819944128	up	OG0000152	K01126	E3.1.4.46; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
cds2831	7.30504499930427	7.70964154738735	0.962108780187636	nonDEG	OG0007768		
cds2832	5.69267757748705	7.76055526730767	-0.565207101595458	nonDEG	OG0000331	K05540	dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-]
cds2833	6.24778954988211	7.40518892858851	-0.337827682555591	nonDEG	OG0001043	K01129	dgt; dGTPase [EC:3.1.5.1]
cds2834	7.77231341352688	8.13910570375283	0.446255811523939	nonDEG	OG0000823	K02316	dnaG; DNA primase [EC:2.7.7.101]
cds2836	3.10349337228506	5.31689818305732	-1.56585323961523	nonDEG	OG0000142	K07552	bcr; MFS transporter, DHA1 family, multidrug resistance protein
cds2837	8.42572365061365	8.17052011148667	1.11203302197409	nonDEG	OG0003109		
cds2838	5.43347505126587	5.21726220924385	1.24483032958047	nonDEG	OG0000980	K00995	pgsA; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
cds2839	6.97230163488034	7.36738640770476	0.423812744059302	nonDEG	OG0005148		
cds284	7.23078503995636	6.83293155205787	1.31903690651511	nonDEG	OG0002081		
cds2840	8.76641274628239	9.83153365096923	-0.212024650218919	nonDEG	OG0000014	K14335	pimC; alpha-1,6-mannosyltransferase [EC:2.4.1.-]
cds2841	8.66052754590773	7.25173161322113	2.33544192566695	up	OG0000049	K00253	IVD; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
cds2843	9.42240641422882	11.7666877263443	-1.47354858943087	down	OG0000867	K02967	RP-S2; small subunit ribosomal protein S2
cds2844	7.2399964631068	10.5100794886481	-2.37891628130643	down	OG0001033	K02357	tsf; elongation factor Ts
cds2845	8.11004596902437	8.81048737403451	0.133517819316733	nonDEG	OG0000868	K09903	pyrH; uridylate kinase [EC:2.7.4.22]
cds2846	10.4568001625263	9.95238596424467	1.35845513183684	up	OG0000869	K02838	frr; ribosome recycling factor
cds2847	3.27265534374757	5.01817678671884	-2.4625028690435	nonDEG	OG0000870	K00981	E2.7.7.41; phosphatidate cytidylyltransferase [EC:2.7.7.41]
cds2848	5.76445741972874	5.94636841153422	0.187372823915027	nonDEG	OG0006147		
cds2849	4.53618127495918	4.47630862497934	1.0384635596143	nonDEG	OG0000122	K14393	actP; cation/acetate symporter
cds285	6.40412299237747	6.55926329977137	0.672131328270671	nonDEG	OG0006234		
cds2851	7.68549325947022	6.09618806264279	2.35268507382819	up	OG0000105	K08083	algR; two-component system, LytTR family, response regulator AlgR
cds2852	5.14581184425573	5.5220800435752	0.911195336120212	nonDEG	OG0000166	K08082	algZ; two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]
cds2853	9.02673797426201	5.688003951695	1.91366146435724	nonDEG	OG0001186		
cds2854	9.34056808777275	7.48463053650316	1.35496228129038	nonDEG	OG0000122	K14393	actP; cation/acetate symporter
cds2855	4.5477230815157	4.35634330995054	0.393098331789489	nonDEG	OG0000395	K03718	asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA
cds2856	9.39068670782277	9.30773432064397	-0.411619810390336	nonDEG	OG0000388	K00161	PDHA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]
cds2857	7.93989976362734	8.03618474413037	-0.195251139649528	nonDEG	OG0000271	K00162	PDHB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]
cds2858	9.97612631708596	10.9377802535451	-0.769841055836691	nonDEG	OG0000088	K00658	DLST; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
cds2859	6.52047475001421	6.38939494732321	0.608081140713511	nonDEG	OG0000069	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
cds286	6.01910667460362	5.7542672244161	1.16578850130412	nonDEG	OG0000838	K01934	MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
cds2860	7.63689098364317	8.22881681918694	-0.370210829058447	nonDEG	OG0000446	K01969	E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4]
cds2861	7.28815811157477	8.24305814117056	-0.559041582907143	nonDEG	OG0000102	K01961	accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]
cds2862	6.83299673442794	8.86946576026751	-1.47487673790162	nonDEG	OG0000049	K00253	IVD; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]
cds2863	8.72104802264395	8.74370776302446	0.56312359202909	nonDEG	OG0000304	K01028	E2.8.3.5A; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]
cds2864	5.48182814523793	6.66816322588564	-1.25010454096886	nonDEG	OG0000244	K01029	E2.8.3.5B; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
cds2865	6.95531176395086	7.21349588092636	0.366421342577042	nonDEG	OG0000564		
cds2866	4.40747421393211	7.01053917016588	-0.511071266214561	nonDEG	OG0001757	K01644	citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
cds2868	7.26476020101281	4.23685865297972	3.49683132314046	up	OG0002549	K07700	dpiB; two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]
cds2869	8.29954386928794	3.1740117597765	5.72617162039273	up	OG0001808	K07795	tctC; putative tricarboxylic transport membrane protein
cds287	6.2406296407453	1.28007041311858	5.64729373544895	up	OG0001480	K02575	NRT; MFS transporter, NNP family, nitrate/nitrite transporter
cds2871	6.39832314301851	2.0850829128782	4.91646891169133	up	OG0001545	K07793	tctA; putative tricarboxylic transport membrane protein
cds2872	5.22004716720942	3.1740117597765	2.74813720638389	nonDEG			
cds2873	7.87790432651443	7.03206317059791	1.04944972154202	nonDEG	OG0001173	K00099	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
cds2874	7.78021597147842	6.60199850800594	2.08797946017989	up	OG0000871	K11749	rseP; regulator of sigma E protease [EC:3.4.24.-]
cds2875	4.69981591125626	3.71668883398085	1.16747474097474	nonDEG	OG0005158		
cds2877	8.75376308364048	9.55856079202221	0.11070576888524	nonDEG	OG0001710	K09780	uncharacterized protein
cds2878	8.38827747269487	9.27802120502226	-0.0849076677624593	nonDEG	OG0001225	K03526	gcpE; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]
cds2879	5.68845587300621	5.02898394594963	0.823443951129135	nonDEG			
cds2880	8.17795788052919	9.46928869665554	-0.459261784647271	nonDEG	OG0000970	K01881	PARS; prolyl-tRNA synthetase [EC:6.1.1.15]
cds2881	4.84251702068738	5.44933529318481	-0.129743491851768	nonDEG	OG0001203	K07090	uncharacterized protein
cds2882	5.28879892908439	3.39269362603738	2.02531488481401	nonDEG	OG0002847	K13745	ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]
cds2883	4.38401110463498	5.42595887649621	-0.17568101642442	nonDEG	OG0003959	K04343	strB; streptomycin 6-kinase [EC:2.7.1.72]
cds2884	8.62551572234163	5.62665284492968	3.80160364645894	up	OG0003141	K22736	VIT; vacuolar iron transporter family protein
cds2885	4.6666767401533	5.27225845425703	0.413660653368204	nonDEG			
cds2886	10.3870098420646	9.76087122769678	1.46909063427055	up	OG0001080	K09748	rimP; ribosome maturation factor RimP
cds2887	9.9648686382201	10.003825555828	0.7637979790265	nonDEG	OG0000942	K02600	nusA; N utilization substance protein A
cds2888	8.76007523750297	9.9583314051881	-0.437409763007163	nonDEG	OG0003999	K07742	ylxR; uncharacterized protein
cds2889	8.45556464713472	10.0152759071682	-0.744826404171052	nonDEG	OG0000941	K02519	infB; translation initiation factor IF-2
cds2890	4.44065277178242	5.94978325035035	-0.409379561994951	nonDEG	OG0000940	K02834	rbfA; ribosome-binding factor A
cds2894	4.76226728997788	6.09457080742296	0.350010248419566	nonDEG	OG0000116	K00812	aspB; aspartate aminotransferase [EC:2.6.1.1]
cds2895	6.60118781052169	8.44605233831524	-0.905792502807853	nonDEG	OG0000753	K03177	truB; tRNA pseudouridine55 synthase [EC:5.4.99.25]
cds2897	3.51252841757	4.94524762247063	-1.23304756075062	nonDEG	OG0006187		
cds2898	6.6248900339434	3.72665529516607	3.8176260397619	up	OG0000011	K06075	slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin
cds2899	5.1579871362641	3.64957856537797	2.44073389361378	nonDEG	OG0006217		
cds29	5.95542627719035	4.37865838861112	2.97243727345763	nonDEG			
cds290	5.93196316789322	2.59651954899459	5.01403270008132	up	OG0005694	K00371	narH; nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]
cds2900	5.73432342637672	3.48497369449032	3.009527445457	up	NA	NA	NA
