	D36E_col_1	D36E_col_2	D36E_col_3	D36E_vitro_1	D36E_vitro_2	D36E_vitro_3
PSPTO_3322-LysR family transcriptional regulator 	0	0	19	18	15	14
PSPTO_3323-aldehyde dehydrogenase family protein 	18	38	136	75	30	67
PSPTO_3324-hypothetical protein 	0	0	0	2	1	0
"PSPTO_3325-ISPsy7, transposase "	0	0	0	0	0	0
"PSPTO_3326-group II intron, maturase "	0	0	0	1	0	0
PSPTO_3327-sarcosine oxidase 	27	29	95	123	81	101
PSPTO_3328-ABC transporter permease 	13	49	159	405	344	461
PSPTO_3329-ABC transporter substrate-binding protein 	0	2	11	132	156	142
PSPTO_3330-ABC transporter ATP-binding protein 	11	28	74	215	234	288
PSPTO_3331-protease inhibitor Inh 	5	12	53	64	46	51
PSPTO_3332-alkaline metalloendoprotease 	34	48	105	203	137	184
PSPTO_3333-membrane protein 	145	430	1623	1863	1071	1618
PSPTO_3334-LysR family transcriptional regulator 	12	45	238	160	174	248
PSPTO_3335-ABC transporter periplasmic substrate-binding protein 	2	1	1	6	9	7
PSPTO_3336-citrate transporter 	3	3	8	8	3	11
PSPTO_3337-hypothetical protein 	26	83	188	149	57	65
PSPTO_3338-DsrE family protein 	4	22	55	123	89	128
PSPTO_3339-DsrF family protein 	1	5	7	19	16	15
PSPTO_3340-DsrH family protein 	0	4	5	9	10	26
PSPTO_3341-hypothetical protein 	4	12	27	73	100	101
PSPTO_3342-hypothetical protein 	1	20	82	243	252	278
PSPTO_3343-glutathione S-transferase domain protein 	45	86	326	58	91	75
PSPTO_3344-siroheme synthase 	8	4	46	174	199	165
PSPTO_3345-seryl-tRNA synthetase 	30	31	178	380	289	408
PSPTO_3346-crcB family protein 	3	7	24	109	91	93
PSPTO_3347-recombination factor protein RarA 	51	56	300	686	699	816
PSPTO_3348-outer membrane lipoprotein carrier protein 	2	12	59	133	112	144
PSPTO_3349-cell division protein FtsK 	73	192	775	1711	1747	2451
PSPTO_3350-leucyl/phenylalanyl-tRNA--protein transferase 	1	14	34	54	53	91
PSPTO_3351-hypothetical protein 	52	94	331	391	513	540
PSPTO_3352-translation initiation factor IF-1 	42	94	619	2718	2326	1810
"PSPTO_3353-ATP-dependent clp protease, ATP-binding subunit ClpA "	948	2318	6956	4631	3110	4811
PSPTO_3354-hypothetical protein 	52	95	390	379	218	264
PSPTO_3355-cold shock domain family protein 	127	233	732	832	627	729
PSPTO_3356-isocitrate dehydrogenase 	468	933	3164	4446	2587	3304
PSPTO_3357-mutT/nudix family protein 	0	11	23	20	10	17
PSPTO_3358-tRNA (5-methyl aminomethyl-2-thiouridylate)-methyltransferase 	20	25	191	477	345	452
PSPTO_3359-hypothetical protein 	6	13	95	412	259	334
PSPTO_3360-adenylosuccinate lyase 	174	259	927	1616	1085	1274
PSPTO_3361-hypothetical protein 	12	15	48	242	128	161
PSPTO_3362-GNAT family acetyltransferase 	0	3	6	47	14	33
PSPTO_3363-type II and III secretion system family protein 	8	15	72	228	184	222
PSPTO_3364-isocitrate lyase 	79	265	726	150	106	98
PSPTO_3365-NADH:ubiquinone oxidoreductase subunit A 	51	91	540	1123	971	1250
PSPTO_3366-NADH dehydrogenase subunit B 	92	150	498	745	455	568
PSPTO_3367-bifunctional NADH:ubiquinone oxidoreductase subunit C/D 	119	241	960	1607	1055	1615
PSPTO_3368-NADH dehydrogenase subunit E 	18	48	170	191	135	165
PSPTO_3369-NADH dehydrogenase I subunit F 	29	94	372	568	483	521
PSPTO_3370-NADH dehydrogenase subunit G 	157	424	1314	2319	1223	1521
PSPTO_3371-NADH:ubiquinone oxidoreductase subunit H 	39	99	217	1323	326	392
PSPTO_3372-NADH dehydrogenase subunit I 	73	200	375	1678	532	647
PSPTO_3373-NADH:ubiquinone oxidoreductase subunit J 	2	12	79	217	42	111
PSPTO_3374-NADH:ubiquinone oxidoreductase subunit K 	5	15	87	172	83	108
PSPTO_3375-NADH:ubiquinone oxidoreductase subunit L 	13	33	142	945	649	759
PSPTO_3376-NADH:ubiquinone oxidoreductase subunit M 	19	48	140	648	339	461
PSPTO_3377-NADH:ubiquinone oxidoreductase subunit N 	25	52	177	1674	1442	1770
PSPTO_3378-membrane protein 	0	6	32	31	44	38
PSPTO_3379-methyl-accepting chemotaxis protein 	16	13	81	184	140	121
PSPTO_3380-sensor histidine kinase 	23	34	215	191	193	247
PSPTO_3381-DNA-binding response regulator 	20	47	212	33	41	34
PSPTO_3382-lipoprotein 	8	9	56	31	33	25
PSPTO_3383-hypothetical protein 	31	34	204	15	3	17
PSPTO_3384-hypothetical protein 	0	0	3	0	0	0
"PSPTO_3385-site-specific recombinase, phage integrase family "	16	22	170	287	193	211
PSPTO_3386-hypothetical protein 	25	32	67	168	118	138
PSPTO_3387-hypothetical protein 	175	354	942	518	291	455
PSPTO_3388-DNA adenine methylase 	0	3	14	9	12	11
PSPTO_3389-lysozyme 	0	6	6	24	8	30
PSPTO_3390-tail protein D 	1	2	14	15	21	21
PSPTO_3391-tail protein X 	0	7	2	0	8	7
PSPTO_3392-hypothetical protein 	0	11	5	4	3	5
PSPTO_3393-tail tape measure protein 	0	10	14	14	18	9
PSPTO_3394-hypothetical protein 	1	0	0	1	5	0
PSPTO_3395-major tail tube protein 	0	3	2	3	2	0
PSPTO_3396-major tail sheath protein 	5	21	20	53	33	58
PSPTO_3397-tail fiber assembly domain protein 	0	1	10	20	11	10
PSPTO_3398-tail fiber protein H 	9	3	17	44	34	19
PSPTO_3399-tail protein I 	0	7	3	4	5	21
PSPTO_3400-baseplate assembly protein J 	0	0	0	0	4	3
PSPTO_3401-baseplate assembly protein W 	0	0	0	0	2	3
PSPTO_3402-hypothetical protein 	1	1	8	23	34	53
PSPTO_3403-baseplate assembly protein V 	2	13	16	39	41	55
PSPTO_3404-hypothetical protein 	0	0	17	16	11	15
PSPTO_3405-hypothetical protein 	0	0	0	1	4	2
PSPTO_3406-hypothetical protein 	0	0	0	0	1	0
PSPTO_3407-hypothetical protein 	4	2	16	29	40	67
PSPTO_3408-hypothetical protein 	0	20	14	12	22	10
"PSPTO_3409-ATP-dependent Clp protease, proteolytic subunit ClpP "	5	16	120	99	112	153
PSPTO_3410-portal protein 	1	2	13	25	28	30
PSPTO_3411-hypothetical protein 	3	0	3	1	0	4
PSPTO_3412-terminase large subunit 	2	5	10	47	34	66
PSPTO_3413-hypothetical protein 	0	0	16	9	16	12
PSPTO_3414-hypothetical protein 	0	0	0	0	0	0
PSPTO_3415-hypothetical protein 	0	0	4	6	3	6
PSPTO_3416-holin 	4	0	7	0	6	12
PSPTO_3417-hypothetical protein 	0	2	6	25	19	24
PSPTO_3418-DNA primase domain protein 	1	7	11	28	26	20
"PSPTO_3419-C4-type zinc finger protein, DksA/TraR family "	0	0	0	0	0	0
PSPTO_3420-hypothetical protein 	9	12	83	82	70	139
PSPTO_3421-repressor protein c2 	21	25	106	208	144	125
PSPTO_3422-hypothetical protein 	3	5	26	29	28	44
PSPTO_3423-hypothetical protein 	2	3	6	3	5	13
PSPTO_3424-hypothetical protein 	2	6	20	16	19	47
PSPTO_3425-transcriptional regulator 	0	0	8	0	2	2
PSPTO_3426-hypothetical protein 	3	6	16	24	14	43
PSPTO_3427-C-5 cytosine-specific DNA methylase family protein 	2	10	33	36	43	57
PSPTO_3428-hypothetical protein 	1	3	8	11	1	8
PSPTO_3429-DNA-binding protein 	4	2	15	51	40	39
PSPTO_3430-6-pyruvoyl tetrahydrobiopterin synthase 	30	28	260	1382	1291	1135
"PSPTO_3432-ISPsy4, transposition helper protein "	0	0	0	0	0	0
"PSPTO_3433-ISPsy4, transposase "	0	0	1	3	0	0
PSPTO_3436-lipoprotein 	14	10	71	253	336	338
"PSPTO_3437-peptidase, M24 family protein "	16	58	179	273	181	255
PSPTO_3438-cysteine desulfurase 	12	19	78	8	11	18
PSPTO_3439-DegT/DnrJ/EryC1/StrS family aminotransferase 	1	9	6	12	14	17
PSPTO_3440-polysaccharide biosynthesis protein 	0	0	0	11	17	11
PSPTO_3441-glycosyl transferase family protein 	0	0	3	4	8	3
PSPTO_3442-low molecular weight phosphotyrosine protein phosphatase family protein 	3	0	0	14	5	10
PSPTO_3443-tyrosine-protein kinase 	0	0	13	21	13	35
PSPTO_3444-transcriptional activator RfaH 	0	0	4	3	5	4
PSPTO_3445-glycosyl transferase family protein 	1	0	31	64	78	126
PSPTO_3446-glycoside hydrolase family protein 	0	3	6	12	15	26
PSPTO_3447-glycoside hydrolase family protein 	3	0	7	9	4	11
PSPTO_3448-glycoside hydrolase family protein 	2	12	4	13	23	57
PSPTO_3449-capsular polysaccharide biosynthesis protein 	0	0	1	15	11	34
PSPTO_3450-capsular polysaccharide biosynthesis protein 	0	0	0	2	8	5
"PSPTO_3451-FMN reductase, NADH-dependent "	9	20	91	9	6	11
PSPTO_3452-LysE family transporter 	6	10	38	240	163	242
PSPTO_3453-lipoprotein 	5	2	60	5	11	10
PSPTO_3454-LysR family transcriptional regulator 	0	8	4	20	6	31
"PSPTO_3455-3-oxoacid CoA-transferase, subunit A family "	131	414	751	2011	1347	1553
"PSPTO_3456-3-oxoacid CoA-transferase, subunit B family "	48	173	423	691	424	608
PSPTO_3457-short-chain fatty acid transporter 	16	68	175	1375	1210	1585
PSPTO_3458-hypothetical protein 	3	0	0	0	3	0
PSPTO_3459-hypothetical protein 	0	0	29	21	14	22
PSPTO_3460-D-isomer specific 2-hydroxyacid dehydrogenase family protein 	6	16	104	82	90	134
PSPTO_3461-glycerophosphoryl diester phosphodiesterase 	12	35	119	109	69	68
PSPTO_3462-TonB-dependent siderophore receptor 	2	13	90	27	34	22
PSPTO_3463-CDP-diacylglycerol--serine O-phosphatidyltransferase 	58	148	506	775	905	843
PSPTO_3464-ATP-dependent DNA ligase 	12	11	61	31	14	36
PSPTO_3465-KU domain protein 	7	34	76	16	12	19
PSPTO_3466-alkanesulfonate monooxygenase 	57	126	384	14	11	9
PSPTO_3467-sigma-54 dependent transcriptional regulator 	53	128	369	25	15	10
PSPTO_3468-hypothetical protein 	10	18	71	116	76	149
PSPTO_3469-DNA-binding protein 	9	16	60	82	109	103
PSPTO_3470-membrane protein 	0	13	32	32	23	52
PSPTO_3471-putative monovalent cation/H+ antiporter subunit A 	35	108	293	472	489	603
PSPTO_3472-potassium efflux system protein PhaC 	0	0	12	14	11	2
"PSPTO_3473-monovalent cation/proton antiporter, MnhD/PhaD subunit "	6	56	96	223	185	231
PSPTO_3474-putative monovalent cation/H+ antiporter subunit E 	2	3	21	34	45	30
PSPTO_3475-potassium efflux system protein PhaF 	0	12	9	19	27	20
PSPTO_3476-potassium efflux system protein PhaG 	6	6	37	74	100	91
PSPTO_3477-hypothetical protein 	10	16	98	460	275	261
PSPTO_3478-hypothetical protein 	50	80	491	147	197	151
PSPTO_3479-hypothetical protein 	0	5	36	38	47	54
PSPTO_3480-methyl-accepting chemotaxis protein 	54	188	536	520	371	508
PSPTO_3481-hypothetical protein 	0	3	11	13	9	20
PSPTO_3482-Rhs element Vgr protein 	4	4	26	71	49	72
PSPTO_3483-hypothetical protein 	2	12	16	42	32	35
PSPTO_3484-lipoprotein 	1	0	19	32	9	24
PSPTO_3485-lipase family protein 	16	56	177	512	525	654
PSPTO_3486-hypothetical protein 	0	3	8	9	8	13
PSPTO_3487-dnaK suppressor protein 	19	36	148	938	592	530
PSPTO_3488-sugar ABC transporter permease 	67	272	988	26	19	19
PSPTO_3489-sugar ABC transporter ATP-binding protein 	214	536	1193	47	15	31
PSPTO_3490-sugar ABC transporter periplasmic sugar-binding protein 	667	1704	3651	37	22	48
PSPTO_3491-hypothetical protein 	0	1	0	0	0	0
"PSPTO_3492-oxidoreductase, Gfo/Idh/MocA family "	15	37	265	92	98	76
PSPTO_3493-iolH protein 	41	111	360	54	33	38
PSPTO_3494-myo-inositol 2-dehydrogenase 	139	414	1673	113	127	142
PSPTO_3495-iolD protein 	227	632	2394	252	200	335
PSPTO_3496-iolI protein 	41	120	428	24	21	30
PSPTO_3497-methylmalonate-semialdehyde dehydrogenase 	138	341	1090	58	39	48
PSPTO_3498-iolB protein 	82	196	732	33	28	51
PSPTO_3499-iolE protein 	73	193	786	29	49	42
PSPTO_3500-iolC protein 	321	967	2892	138	161	131
PSPTO_3501-RpiR family transcriptional regulator 	115	283	1085	295	202	330
PSPTO_3502-membrane protein 	9	37	71	68	62	56
PSPTO_3503-cardiolipin synthetase 2 	39	55	251	122	91	139
PSPTO_3504-endonuclease/exonuclease/phosphatase family protein 	17	53	227	148	154	175
PSPTO_3505-cytochrome b561 	9	26	126	68	37	85
"PSPTO_3506-phosphorylase, family 2 "	7	20	63	82	50	107
PSPTO_3507-beta-hexosaminidase 	7	37	145	127	132	178
PSPTO_3508-transcriptional regulator PsrA 	12	47	148	419	303	365
PSPTO_3509-hypothetical protein 	1	1	2	9	12	6
PSPTO_3510-LexA repressor 	88	256	651	107	50	96
PSPTO_3511-cell division inhibitor 	10	41	139	90	67	96
PSPTO_3512-hypothetical protein 	32	52	355	494	570	579
PSPTO_3513-hypothetical protein 	7	6	48	82	58	107
PSPTO_3514-DNA topoisomerase I 	31	92	397	754	824	893
PSPTO_3515-hypothetical protein 	3	0	24	20	13	23
PSPTO_3516-3-ketoacyl-CoA thiolase 	23	35	57	116	82	96
PSPTO_3517-multifunctional fatty acid oxidation complex subunit alpha 	64	119	281	240	95	170
PSPTO_3518-hypothetical protein 	1	0	21	43	36	51
PSPTO_3519-hypothetical protein 	0	7	8	14	15	12
PSPTO_3520-universal stress protein family 	48	105	398	400	321	437
PSPTO_3521-ABC transporter ATP-binding protein 	16	33	257	515	435	447
PSPTO_3522-lytic murein transglycosylase 	48	90	392	987	996	1189
PSPTO_3523-MOSC domain-containing protein 	16	16	91	144	112	150
PSPTO_3524-chemotaxis protein CheV 	23	66	147	200	239	287
PSPTO_3525-hypothetical protein 	28	48	298	379	450	393
PSPTO_3526-LuxR family DNA-binding response regulator 	39	60	321	1068	904	1210
PSPTO_3527-hypothetical protein 	1	0	6	30	24	24
"PSPTO_3528-IS52, transposase "	0	0	0	0	0	0
PSPTO_3529-capsular polysaccharide biosynthesis protein PslA 	26	37	147	366	331	458
PSPTO_3530-mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase PslB 	24	69	187	324	244	275
PSPTO_3531-lipoprotein PslD 	1	19	29	78	50	65
PSPTO_3532-exopolysaccharide biosynthesis protein PslE 	10	4	126	362	248	374
"PSPTO_3533-glycosyl transferase, group 1 family protein PslF "	0	0	30	62	62	91
"PSPTO_3534-glycosyl hydrolase, family 5 PslG "	19	27	101	226	164	182
"PSPTO_3535-glycosyl transferase, group 1 family protein PslH "	4	6	62	131	126	132
"PSPTO_3536-glycosyl transferase, group 1 family protein PslI "	0	6	21	89	76	71
PSPTO_3537-membrane protein PslJ 	7	12	34	249	258	311
"PSPTO_3538-transferase, hexapeptide repeat protein "	1	5	68	58	70	71
PSPTO_3539-membrane protein PslK 	0	3	43	76	96	113
PSPTO_3540-LysR family transcriptional regulator 	0	0	12	7	5	8
PSPTO_3541-C4-dicarboxylate transporter/malic acid transport protein 	0	0	0	0	1	1
PSPTO_3542-hypothetical protein 	13	13	35	13	10	22
PSPTO_3543-hypothetical protein 	13	12	100	57	53	71
PSPTO_3544-hypothetical protein 	66	251	659	266	155	174
PSPTO_3545-ThiJ/PfpI family protein 	65	99	341	218	189	198
PSPTO_3546-hypothetical protein 	17	19	60	3	12	3
PSPTO_3547-LysR family transcriptional regulator 	11	25	34	58	57	72
PSPTO_3548-hypothetical protein 	72	184	500	665	441	600
PSPTO_3549-transcriptional regulator AefR 	18	22	147	159	184	168
PSPTO_3550-fumarylacetoacetase 	141	329	1290	1127	1120	1510
"PSPTO_3551-homogentisate 1,2-dioxygenase "	259	492	2315	2300	2522	2914
PSPTO_3552-IclR family transcriptional regulator 	0	4	19	17	15	12
PSPTO_3553-4-hydroxyphenylpyruvate dioxygenase 	99	202	908	1868	1084	1487
PSPTO_3554-maleylacetoacetate isomerase 	154	306	1649	4737	3247	5070
PSPTO_3555-glycolate oxidase subunit GlcD 	22	38	146	157	176	177
PSPTO_3556-glycolate oxidase FAD binding subunit 	1	3	54	47	32	38
PSPTO_3558-glcG protein 	24	49	101	44	39	20
PSPTO_3559-malate synthase G 	61	96	347	106	62	121
PSPTO_3560-GDA1/CD39 family protein 	0	0	26	26	29	42
PSPTO_3561-hypothetical protein 	6	2	44	24	35	27
PSPTO_3562-hypothetical protein 	2	0	0	8	2	0
PSPTO_3563-gluconate utilization system GNT-I transcriptional repressor 	17	48	233	256	344	386
PSPTO_3564-gluconokinase 	161	409	1225	135	113	86
PSPTO_3565-gluconate permease 	90	188	732	283	134	181
PSPTO_3566-carbon storage regulator 	28	48	239	417	655	498
PSPTO_3567-hypothetical protein 	0	3	0	7	7	20
PSPTO_3568-hypothetical protein 	0	0	4	2	0	0
PSPTO_3569-hypothetical protein 	20	39	181	226	153	278
PSPTO_3570-GNAT family acetyltransferase 	735	1463	3584	525	273	601
PSPTO_3571-hypothetical protein 	0	0	10	5	1	0
PSPTO_3572-hypothetical protein 	2	15	73	92	87	131
PSPTO_3573-putative acetyltransferase 	1	0	28	32	29	49
PSPTO_3574-TonB-dependent siderophore receptor 	20	54	218	157	176	238
PSPTO_3575-hypothetical protein 	15	40	160	133	88	117
PSPTO_3576-TetR-like virulence regulator 	43	93	453	373	221	354
PSPTO_3577-methyl-accepting chemotaxis protein 	23	41	146	278	181	145
PSPTO_3578-hypothetical protein 	2	30	54	55	41	38
PSPTO_3579-hypothetical protein 	12	24	55	115	122	173
PSPTO_3580-methyl-accepting chemotaxis protein 	25	103	492	189	211	263
PSPTO_3581-GNAT family acetyltransferase 	3	11	14	28	27	17
PSPTO_3582-catalase 	348	562	1931	36	14	23
PSPTO_3583-ankyrin domain protein 	9	13	30	3	2	1
PSPTO_3584-sensory box histidine kinase/response regulator 	11	1	45	68	126	160
PSPTO_3585-hypothetical protein 	0	12	1	11	8	16
PSPTO_3586-LysR family transcriptional regulator 	9	7	74	79	48	81
PSPTO_3587-hypothetical protein 	95	285	998	73	94	119
PSPTO_3588-phenazine biosynthesis family protein 	17	43	80	42	46	39
PSPTO_3589-transporter 	8	28	42	200	135	301
PSPTO_3590-HAD-superfamily hydrolase 	20	67	172	159	130	187
PSPTO_3591-rarD protein 	16	15	73	272	252	290
PSPTO_3592-ATPase 	0	5	40	107	141	129
PSPTO_3593-sulfate permease family protein 	10	7	58	278	215	172
PSPTO_3594-beta-lactamase 	8	18	56	113	87	126
PSPTO_3595-Ada regulatory protein 	0	16	16	21	33	37
PSPTO_3596-membrane protein 	10	58	168	39	71	45
PSPTO_3597-hypothetical protein 	22	55	177	49	96	86
PSPTO_3598-dyp-type peroxidase family protein 	9	13	71	14	40	29
PSPTO_3599-hypothetical protein 	10	18	118	51	40	35
"PSPTO_3600-oxidoreductase, molybdopterin-binding protein "	0	0	7	6	6	6
PSPTO_3601-hypothetical protein 	4	0	13	20	20	8
PSPTO_3602-hypothetical protein 	6	15	118	207	109	154
PSPTO_3603-DNA-binding heavy metal response regulator 	2	21	44	98	63	59
PSPTO_3604-heavy metal sensor histidine kinase 	6	7	29	94	100	74
PSPTO_3605-lyase 	24	8	134	80	70	112
PSPTO_3606-hypothetical protein 	0	0	2	15	18	34
"PSPTO_3607-ISPsy4, transposition helper protein "	0	0	0	0	0	0
"PSPTO_3608-ISPsy4, transposase "	0	0	0	0	0	0
"PSPTO_3609-site-specific recombinase, phage integrase family "	0	0	10	3	7	5
PSPTO_3610-hypothetical protein 	0	0	0	14	10	29
"PSPTO_3612-ISPsy5, Orf1 "	1	0	2	8	9	16
"PSPTO_3613-ISPsy5, transposase "	0	0	5	4	10	8
"PSPTO_3615-site-specific recombinase, phage integrase family "	0	0	5	32	32	26
PSPTO_3616-hypothetical protein 	0	2	9	90	13	14
PSPTO_3617-MarR family transcriptional regulator 	1	0	11	8	17	10
PSPTO_3618-membrane protein 	12	8	71	68	62	73
PSPTO_3619-membrane protein 	0	0	0	0	0	0
PSPTO_3620-HlyD family secretion protein 	2	0	16	12	25	31
PSPTO_3621-outer membrane efflux protein 	10	8	51	70	55	60
PSPTO_3624-ion transport protein 	9	14	89	208	178	139
PSPTO_3625-sulfate ABC transporter substrate-binding protein 	14	8	92	558	315	386
PSPTO_3626-lipoprotein 	42	98	324	367	293	431
PSPTO_3628-cytochrome c-type biogenesis protein CycL 	0	3	14	50	51	55
PSPTO_3629-thiol:disulfide interchange protein DsbE 	1	0	2	21	15	12
PSPTO_3630-cytochrome c-type biogenesis protein CcmF 	5	0	16	41	53	85
PSPTO_3631-cytochrome c-type biogenesis protein CcmE 	0	0	5	16	16	15
PSPTO_3632-heme exporter protein CcmD 	0	0	0	0	4	3
PSPTO_3633-heme exporter protein CcmC 	0	3	20	31	65	28
PSPTO_3634-heme exporter protein CcmB 	1	3	26	101	101	128
PSPTO_3635-heme exporter protein CcmA 	5	11	59	57	33	52
PSPTO_3636-hypothetical protein 	12	32	71	100	82	97
PSPTO_3637-FlhB domain-containing protein 	3	9	55	67	60	52
PSPTO_3638-recombination protein RecR 	4	13	42	573	485	542
PSPTO_3639-LysR family transcriptional regulator 	1	5	25	64	63	75
PSPTO_3640-hypothetical protein 	7	1	62	10	21	26
PSPTO_3641-endoribonuclease L-PSP family protein 	2	2	12	52	48	41
PSPTO_3643-GNAT family acetyltransferase 	3	0	9	10	22	24
PSPTO_3644-aldehyde dehydrogenase family protein 	1	15	39	16	17	14
PSPTO_3645-hypothetical protein 	51	95	916	2282	3541	2322
PSPTO_3646-DNA polymerase III subunits gamma and tau 	79	124	661	2502	1869	2414
PSPTO_3647-hypothetical protein 	4	7	26	38	51	107
PSPTO_3648-acid phosphatase 	2	3	6	39	38	34
PSPTO_3649-mechanosensitive ion channel family protein 	0	0	6	6	6	5
PSPTO_3650-hypothetical protein 	33	60	125	600	472	599
"PSPTO_3651-ISPsy5, transposase "	1	0	13	13	18	5
"PSPTO_3652-ISPsy5, Orf1 "	0	0	1	1	0	7
PSPTO_3654-GNAT family acetyltransferase 	5	0	5	35	25	43
PSPTO_3655-hypothetical protein 	9	10	82	104	119	75
PSPTO_3656-NAD-dependent DNA ligase LigA 	0	8	40	114	109	132
PSPTO_3657-cell division protein ZipA 	42	118	517	771	578	784
PSPTO_3658-chromosome segregation SMC protein 	19	37	165	617	566	713
PSPTO_3659-GntR family transcriptional regulator 	14	35	139	504	465	468
"PSPTO_3660-xanthine dehydrogenase, N-terminal subunit "	43	106	403	891	1042	1315
"PSPTO_3661-xanthine dehydrogenase, C-terminal subunit "	49	184	504	856	818	1091
PSPTO_3662-xanthine dehydrogenase accessory factor XdhC 	33	54	284	395	238	368
PSPTO_3663-guanine aminohydrolase 	36	102	387	678	407	675
PSPTO_3664-GntR family transcriptional regulator 	17	15	50	317	295	350
PSPTO_3665-hypothetical protein 	1	6	23	93	91	72
PSPTO_3666-polysaccharide deacetylase family protein 	3	35	129	268	248	308
PSPTO_3667-hypothetical protein 	9	17	87	131	110	148
PSPTO_3668-allantoicase 	9	57	95	254	208	267
PSPTO_3669-ureidoglycolate hydrolase 	7	13	19	40	58	16
PSPTO_3670-membrane protein 	11	18	121	387	392	396
PSPTO_3671-hypothetical protein 	4	7	40	69	84	94
PSPTO_3672-membrane protein 	12	15	67	130	137	130
PSPTO_3673-hypothetical protein 	0	0	0	12	0	6
PSPTO_3674-AsnC family transcriptional regulator 	4	15	79	66	50	55
